Title,URL,Listing Type,Base Price,Discount,Original Price,Monthly Rent,Service Charges,Utility Charges,Administrative Fee,Refundable Deposit,Raw Characteristics
"Recreational property to rent• 6 ložnic without real estateFrenštát pod Radhoštěm - Frenštát pod Radhoštěm, Moravskoslezský Region",https://www.bezrealitky.com/properties-flats-houses/878687-nabidka-pronajem-chaty-chalupy-frenstat-pod-radhostem,Sale,,,,,,,,,"{""Name"": ""Moderní chalupa pod Radhoštěm"", ""Bedroom"": ""6 ložnic"", ""Town"": ""Frenštát pod Radhoštěm"", ""Wi-fi"": ""ano"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ne"", ""Capacity"": ""max. 13 osob"", ""Crib"": ""ano"", ""Fire place"": ""ano"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 4 ložnice without real estateMikulášovice - Mikulášovice, Ústecký Region",https://www.bezrealitky.com/properties-flats-houses/877435-nabidka-pronajem-chaty-chalupy-mikulasovice-salmov,Sale,,,,,,,,,"{""Name"": ""Chalupa Salmov"", ""Bedroom"": ""4 ložnice"", ""Town"": ""Mikulášovice - Salmov"", ""Wi-fi"": ""ano"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ano"", ""Capacity"": ""max. 15 osob"", ""Crib"": ""ne"", ""Fire place"": ""ano"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 1 ložnice without real estatePísek - Semice u Písku, Jihočeský Region",https://www.bezrealitky.com/properties-flats-houses/877538-nabidka-pronajem-chaty-chalupy-pisek-semice,Sale,,,,,,,,,"{""Name"": ""Ubytování na rodinném statku"", ""Bedroom"": ""1 ložnice"", ""Town"": ""Písek - Semice"", ""Wi-fi"": ""ne"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ano"", ""Capacity"": ""2 až 6 osob"", ""Crib"": ""ano"", ""Fire place"": ""ano"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 6 ložnic without real estateBělá pod Pradědem - Domašov u Jeseníka, Olomoucký Region",https://www.bezrealitky.com/properties-flats-houses/878201-nabidka-pronajem-chaty-chalupy-bela-pod-pradedem-domasov,Sale,,,,,,,,,"{""Name"": ""Chalupa Bělá"", ""Bedroom"": ""6 ložnic"", ""Town"": ""Bělá pod Pradědem - Domašov"", ""Wi-fi"": ""ano"", ""Sauna"": ""ano"", ""Dogs allowed"": ""ano"", ""Capacity"": ""10 až 22 osob"", ""Crib"": ""ano"", ""Fire place"": ""ano"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 4 ložnice without real estateOlešnice v Orlických horách - Olešnice v Orlických horách, Královéhradecký Region",https://www.bezrealitky.com/properties-flats-houses/877541-nabidka-pronajem-chaty-chalupy-olesnice-v-orlickych-horach,Sale,,,,,,,,,"{""Name"": ""Roubenka Vanedi"", ""Bedroom"": ""4 ložnice"", ""Town"": ""Olešnice v Orlických Horách"", ""Wi-fi"": ""ano"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ano"", ""Capacity"": ""1 až 14 osob"", ""Crib"": ""ano"", ""Fire place"": ""ano"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 6 ložnic without real estateZdobnice - Kunčina Ves u Zdobnice, Královéhradecký Region",https://www.bezrealitky.com/properties-flats-houses/877959-nabidka-pronajem-chaty-chalupy-zdobnice-kuncina-ves,Sale,,,,,,,,,"{""Name"": ""Stará škola"", ""Bedroom"": ""6 ložnic"", ""Town"": ""Zdobnice - Kunčina Ves"", ""Wi-fi"": ""ne"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ano"", ""Capacity"": ""max. 25 osob"", ""Crib"": ""ano"", ""Fire place"": ""ano"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 5 ložnic without real estateAbertamy - Abertamy, Karlovarský Region",https://www.bezrealitky.com/properties-flats-houses/877650-nabidka-pronajem-chaty-chalupy-abertamy,Sale,,,,,,,,,"{""Name"": ""Ubytování U Mikeše"", ""Bedroom"": ""5 ložnic"", ""Town"": ""Abertamy"", ""Wi-fi"": ""ano"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ano"", ""Capacity"": ""1 až 21 osob"", ""Crib"": ""ano"", ""Fire place"": ""ne"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 3 ložnice without real estateSvatá - Svatá, Středočeský Region",https://www.bezrealitky.com/properties-flats-houses/878067-nabidka-pronajem-chaty-chalupy-svata,Sale,,,,,,,,,"{""Name"": ""Dům na kopci"", ""Bedroom"": ""3 ložnice"", ""Town"": ""Svatá"", ""Wi-fi"": ""ano"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ano"", ""Capacity"": ""1 až 7 osob"", ""Crib"": ""ano"", ""Fire place"": ""ano"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 3 ložnice without real estateBenecko - Benecko, Liberecký Region",https://www.bezrealitky.com/properties-flats-houses/877651-nabidka-pronajem-chaty-chalupy-benecko,Sale,,,,,,,,,"{""Name"": ""Horská chalupa Hříbek"", ""Bedroom"": ""3 ložnice"", ""Town"": ""Benecko"", ""Wi-fi"": ""ano"", ""Sauna"": ""ano"", ""Dogs allowed"": ""ano"", ""Capacity"": ""max. 16 osob"", ""Crib"": ""ano"", ""Fire place"": ""ano"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ano""}"
"Recreational property to rent• 2 ložnice without real estateŠardice - Šardice, Jihomoravský Region",https://www.bezrealitky.com/properties-flats-houses/877961-nabidka-pronajem-chaty-chalupy-sardice,Sale,,,,,,,,,"{""Name"": ""Vinný sklep"", ""Bedroom"": ""2 ložnice"", ""Town"": ""Šardice"", ""Wi-fi"": ""ano"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ne"", ""Capacity"": ""2 až 6 osob"", ""Crib"": ""ne"", ""Fire place"": ""ne"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 2 ložnice without real estateVelká Lečice - Velká Lečice, Středočeský Region",https://www.bezrealitky.com/properties-flats-houses/878688-nabidka-pronajem-chaty-chalupy-velka-lecice,Sale,,,,,,,,,"{""Name"": ""Ranč Nevada"", ""Bedroom"": ""2 ložnice"", ""Town"": ""Velká Lečice"", ""Wi-fi"": ""ano"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ano"", ""Capacity"": ""max. 10 osob"", ""Crib"": ""ano"", ""Fire place"": ""ano"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 4 ložnice without real estateNová Ves nad Nisou - Nová Ves nad Nisou, Liberecký Region",https://www.bezrealitky.com/properties-flats-houses/878063-nabidka-pronajem-chaty-chalupy-horni-cerna-studnice,Sale,,,,,,,,,"{""Name"": ""2domky"", ""Bedroom"": ""4 ložnice"", ""Town"": ""Horní Černá Studnice"", ""Wi-fi"": ""ano"", ""Sauna"": ""ano"", ""Dogs allowed"": ""ne"", ""Capacity"": ""max. 8 osob"", ""Crib"": ""ne"", ""Fire place"": ""ano"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 1 ložnice without real estateKamberk - Kamberk, Středočeský Region",https://www.bezrealitky.com/properties-flats-houses/895283-nabidka-pronajem-chaty-chalupy-kamberk-hrajovice,Sale,,,,,,,,,"{""Name"": ""Obytný vagon"", ""Bedroom"": ""1 ložnice"", ""Town"": ""Kamberk - Hrajovice"", ""Wi-fi"": ""ne"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ano"", ""Capacity"": ""1 až 4 osoby"", ""Crib"": ""ne"", ""Fire place"": ""ne"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 6 ložnic without real estateRudník - Javorník v Krkonoších, Královéhradecký Region",https://www.bezrealitky.com/properties-flats-houses/878388-nabidka-pronajem-chaty-chalupy-rudnik-javornik,Sale,,,,,,,,,"{""Name"": ""Chalupa pod Liškou"", ""Bedroom"": ""6 ložnic"", ""Town"": ""Rudník - Javorník"", ""Wi-fi"": ""ano"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ano"", ""Capacity"": ""max. 18 osob"", ""Crib"": ""ano"", ""Fire place"": ""ano"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 1 ložnice without real estateProtivín - Protivín, Jihočeský Region",https://www.bezrealitky.com/properties-flats-houses/902741-nabidka-pronajem-chaty-chalupy-protivin,Sale,,,,,,,,,"{""Name"": ""Chata u Blanice - Levandulová"", ""Bedroom"": ""1 ložnice"", ""Town"": ""Protivín"", ""Wi-fi"": ""ano"", ""Sauna"": ""ano"", ""Dogs allowed"": ""ne"", ""Capacity"": ""1 až 6 osob"", ""Crib"": ""ne"", ""Fire place"": ""ne"", ""Swimming pool"": ""ano"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 1 ložnice without real estateNové Město pod Smrkem - Nové Město pod Smrkem, Liberecký Region",https://www.bezrealitky.com/properties-flats-houses/878387-nabidka-pronajem-chaty-chalupy-nove-mesto-pod-smrkem,Sale,,,,,,,,,"{""Name"": ""Tiny House Jizerky v Ohradě"", ""Bedroom"": ""1 ložnice"", ""Town"": ""Nové Město pod Smrkem"", ""Wi-fi"": ""ano"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ne"", ""Capacity"": ""max. 4 osoby"", ""Crib"": ""ne"", ""Fire place"": ""ano"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 7 ložnic without real estateZhoř u Mladé Vožice - Zhoř u Mladé Vožice, Jihočeský Region",https://www.bezrealitky.com/properties-flats-houses/878391-nabidka-pronajem-chaty-chalupy-zhor-u-mlade-vozice,Sale,,,,,,,,,"{""Name"": ""Jonášův mlýn"", ""Bedroom"": ""7 ložnic"", ""Town"": ""Zhoř u Mladé Vožice"", ""Wi-fi"": ""ano"", ""Sauna"": ""ano"", ""Dogs allowed"": ""ne"", ""Capacity"": ""2 až 25 osob"", ""Crib"": ""ano"", ""Fire place"": ""ne"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 3 ložnice without real estateVír - Vír, Vysočina Region",https://www.bezrealitky.com/properties-flats-houses/878797-nabidka-pronajem-chaty-chalupy-vir,Sale,,,,,,,,,"{""Name"": ""Roubenka Vír"", ""Bedroom"": ""3 ložnice"", ""Town"": ""Vír"", ""Wi-fi"": ""ano"", ""Sauna"": ""ano"", ""Dogs allowed"": ""ano"", ""Capacity"": ""max. 9 osob"", ""Crib"": ""ano"", ""Fire place"": ""ano"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ano""}"
"Recreational property to rent• 4 ložnice without real estateJeseník - Jeseník, Olomoucký Region",https://www.bezrealitky.com/properties-flats-houses/878799-nabidka-pronajem-chaty-chalupy-jesenik,Sale,,,,,,,,,"{""Name"": ""Panorama Jeseník"", ""Bedroom"": ""4 ložnice"", ""Town"": ""Jeseník"", ""Wi-fi"": ""ano"", ""Sauna"": ""ano"", ""Dogs allowed"": ""ne"", ""Capacity"": ""1 až 8 osob"", ""Crib"": ""ano"", ""Fire place"": ""ano"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 2 ložnice without real estateRoudná - Roudná nad Lužnicí, Jihočeský Region",https://www.bezrealitky.com/properties-flats-houses/903109-nabidka-pronajem-chaty-chalupy-roudna-u-tabora,Sale,,,,,,,,,"{""Name"": ""Karel Nikl doporučuje chatu pro rybářské rodiny"", ""Bedroom"": ""2 ložnice"", ""Town"": ""Roudná u Tábora"", ""Wi-fi"": ""ano"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ano"", ""Capacity"": ""2 až 4 osoby"", ""Crib"": ""ano"", ""Fire place"": ""ano"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 2 ložnice without real estateOstravice - Staré Hamry 2, Moravskoslezský Region",https://www.bezrealitky.com/properties-flats-houses/878802-nabidka-pronajem-chaty-chalupy-ostravice,Sale,,,,,,,,,"{""Name"": ""Apartmán Wood"", ""Bedroom"": ""2 ložnice"", ""Town"": ""Ostravice"", ""Wi-fi"": ""ano"", ""Sauna"": ""ano"", ""Dogs allowed"": ""ne"", ""Capacity"": ""max. 4 osoby"", ""Crib"": ""ne"", ""Fire place"": ""ne"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ano""}"
"Recreational property to rent• 3 ložnice without real estateJavorník - Javorník u Vysokého Mýta, Pardubický Region",https://www.bezrealitky.com/properties-flats-houses/886550-nabidka-pronajem-chaty-chalupy-javornik-vysoka,Sale,,,,,,,,,"{""Name"": ""U Dvou pampelišek"", ""Bedroom"": ""3 ložnice"", ""Town"": ""Javorník - Vysoká"", ""Wi-fi"": ""ano"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ne"", ""Capacity"": ""1 až 14 osob"", ""Crib"": ""ne"", ""Fire place"": ""ano"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ano""}"
"Recreational property to rent• 2 ložnice without real estateMilotice - Milotice u Kyjova, Jihomoravský Region",https://www.bezrealitky.com/properties-flats-houses/878905-nabidka-pronajem-chaty-chalupy-milotice,Sale,,,,,,,,,"{""Name"": ""Meditrine"", ""Bedroom"": ""2 ložnice"", ""Town"": ""Milotice"", ""Wi-fi"": ""ano"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ano"", ""Capacity"": ""max. 7 osob"", ""Crib"": ""ano"", ""Fire place"": ""ne"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 6 ložnic without real estateKvilda - Kvilda, Jihočeský Region",https://www.bezrealitky.com/properties-flats-houses/882879-nabidka-pronajem-chaty-chalupy-kvilda,Sale,,,,,,,,,"{""Name"": ""Ubytování na Faře"", ""Bedroom"": ""6 ložnic"", ""Town"": ""Kvilda"", ""Wi-fi"": ""ano"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ne"", ""Capacity"": ""2 až 41 osob"", ""Crib"": ""ne"", ""Fire place"": ""ne"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 2 ložnice without real estateSamopše - Samopše, Středočeský Region",https://www.bezrealitky.com/properties-flats-houses/878992-nabidka-pronajem-chaty-chalupy-samopse-privlaky,Sale,,,,,,,,,"{""Name"": ""JOKY chata"", ""Bedroom"": ""2 ložnice"", ""Town"": ""Samopše - Přívlaky"", ""Wi-fi"": ""ano"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ano"", ""Capacity"": ""max. 6 osob"", ""Crib"": ""ne"", ""Fire place"": ""ano"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 1 ložnice without real estateSoběslav - Soběslav, Jihočeský Region",https://www.bezrealitky.com/properties-flats-houses/878794-nabidka-pronajem-chaty-chalupy-sobeslav,Sale,,,,,,,,,"{""Name"": ""Chata u řeky Lužnice na Švadlačkách"", ""Bedroom"": ""1 ložnice"", ""Town"": ""Soběslav"", ""Wi-fi"": ""ne"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ano"", ""Capacity"": ""max. 6 osob"", ""Crib"": ""ano"", ""Fire place"": ""ano"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 3 ložnice without real estateHorní Radouň - Horní Radouň, Jihočeský Region",https://www.bezrealitky.com/properties-flats-houses/878795-nabidka-pronajem-chaty-chalupy-horni-radoun,Sale,,,,,,,,,"{""Name"": ""Chalupa Radouň"", ""Bedroom"": ""3 ložnice"", ""Town"": ""Horní Radouň"", ""Wi-fi"": ""ano"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ne"", ""Capacity"": ""2 až 9 osob"", ""Crib"": ""ano"", ""Fire place"": ""ne"", ""Swimming pool"": ""ano"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 6 ložnic without real estateRokytnice nad Jizerou - Horní Rokytnice nad Jizerou, Liberecký Region",https://www.bezrealitky.com/properties-flats-houses/878990-nabidka-pronajem-chaty-chalupy-rokytnice-nad-jizerou-horni-rokytnice,Sale,,,,,,,,,"{""Name"": ""Holiday house"", ""Bedroom"": ""6 ložnic"", ""Town"": ""Rokytnice nad Jizerou - Horní Rokytnice"", ""Wi-fi"": ""ano"", ""Sauna"": ""ano"", ""Dogs allowed"": ""ano"", ""Capacity"": ""6 až 16 osob"", ""Crib"": ""ano"", ""Fire place"": ""ano"", ""Swimming pool"": ""ano"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 4 ložnice without real estateTřeboň - Třeboň, Jihočeský Region",https://www.bezrealitky.com/properties-flats-houses/879358-nabidka-pronajem-chaty-chalupy-trebon,Sale,,,,,,,,,"{""Name"": ""Domeček U zámeckého parku"", ""Bedroom"": ""4 ložnice"", ""Town"": ""Třeboň"", ""Wi-fi"": ""ano"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ano"", ""Capacity"": ""4 až 16 osob"", ""Crib"": ""ano"", ""Fire place"": ""ne"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 2 ložnice without real estateLiberec - Horní Hanychov, Liberecký Region",https://www.bezrealitky.com/properties-flats-houses/878902-nabidka-pronajem-chaty-chalupy-liberec,Sale,,,,,,,,,"{""Name"": ""Podještědský ořešák"", ""Bedroom"": ""2 ložnice"", ""Town"": ""Liberec"", ""Wi-fi"": ""ano"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ano"", ""Capacity"": ""2 až 5 osob"", ""Crib"": ""ne"", ""Fire place"": ""ne"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 5 ložnic without real estateHlavňovice - Zámyšl, Plzeňský Region",https://www.bezrealitky.com/properties-flats-houses/878991-nabidka-pronajem-chaty-chalupy-hlavnovice-zamysl,Sale,,,,,,,,,"{""Name"": ""Chalupa s výhledem"", ""Bedroom"": ""5 ložnic"", ""Town"": ""Hlavňovice - Zámyšl"", ""Wi-fi"": ""ano"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ne"", ""Capacity"": ""2 až 12 osob"", ""Crib"": ""ne"", ""Fire place"": ""ne"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 6 ložnic without real estateKovářská - Kovářská, Ústecký Region",https://www.bezrealitky.com/properties-flats-houses/879076-nabidka-pronajem-chaty-chalupy-kovarska,Sale,,,,,,,,,"{""Name"": ""Chata Astur"", ""Bedroom"": ""6 ložnic"", ""Town"": ""Kovářská"", ""Wi-fi"": ""ano"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ne"", ""Capacity"": ""1 až 25 osob"", ""Crib"": ""ne"", ""Fire place"": ""ne"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 3 ložnice without real estateKunratice - Studený u Kunratic, Ústecký Region",https://www.bezrealitky.com/properties-flats-houses/879363-nabidka-pronajem-chaty-chalupy-kunratice-lipnice,Sale,,,,,,,,,"{""Name"": ""Myslivecká chata Lipnice"", ""Bedroom"": ""3 ložnice"", ""Town"": ""Kunratice-Lipnice"", ""Wi-fi"": ""ano"", ""Sauna"": ""ano"", ""Dogs allowed"": ""ano"", ""Capacity"": ""1 až 21 osob"", ""Crib"": ""ano"", ""Fire place"": ""ano"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 3 ložnice without real estateMikulovice - Mikulovice u Jeseníka, Olomoucký Region",https://www.bezrealitky.com/properties-flats-houses/879493-nabidka-pronajem-chaty-chalupy-mikulovice,Sale,,,,,,,,,"{""Name"": ""Roubenka Liduška"", ""Bedroom"": ""3 ložnice"", ""Town"": ""Mikulovice"", ""Wi-fi"": ""ano"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ne"", ""Capacity"": ""max. 12 osob"", ""Crib"": ""ano"", ""Fire place"": ""ano"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ano""}"
"Recreational property to rent• 2 ložnice without real estateŘetová - Řetová, Pardubický Region",https://www.bezrealitky.com/properties-flats-houses/879359-nabidka-pronajem-chaty-chalupy-retova,Sale,,,,,,,,,"{""Name"": ""Domeček v Podhůří"", ""Bedroom"": ""2 ložnice"", ""Town"": ""Řetová"", ""Wi-fi"": ""ano"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ne"", ""Capacity"": ""max. 5 osob"", ""Crib"": ""ano"", ""Fire place"": ""ne"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 4 ložnice without real estateBaška - Baška, Moravskoslezský Region",https://www.bezrealitky.com/properties-flats-houses/880653-nabidka-pronajem-chaty-chalupy-kuncicky-u-basky,Sale,,,,,,,,,"{""Name"": ""Rodinná vila Baška"", ""Bedroom"": ""4 ložnice"", ""Town"": ""Kunčičky u Bašky"", ""Wi-fi"": ""ano"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ne"", ""Capacity"": ""2 až 15 osob"", ""Crib"": ""ne"", ""Fire place"": ""ano"", ""Swimming pool"": ""ano"", ""Whirlpool"": ""ano""}"
"Recreational property to rent• 2 ložnice without real estateRohozná - Rohozná u Jihlavy, Vysočina Region",https://www.bezrealitky.com/properties-flats-houses/879360-nabidka-pronajem-chaty-chalupy-rohozna-u-jihlavy,Sale,,,,,,,,,"{""Name"": ""Chata Kopaninská pastvina"", ""Bedroom"": ""2 ložnice"", ""Town"": ""Rohozná u Jihlavy"", ""Wi-fi"": ""ano"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ne"", ""Capacity"": ""max. 13 osob"", ""Crib"": ""ne"", ""Fire place"": ""ano"", ""Swimming pool"": ""ano"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 6 ložnic without real estateAdršpach - Horní Adršpach, Královéhradecký Region",https://www.bezrealitky.com/properties-flats-houses/880538-nabidka-pronajem-chaty-chalupy-horni-adrspach,Sale,,,,,,,,,"{""Name"": ""Chalupy Adršpach"", ""Bedroom"": ""6 ložnic"", ""Town"": ""Horní Adršpach"", ""Wi-fi"": ""ano"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ano"", ""Capacity"": ""2 až 15 osob"", ""Crib"": ""ano"", ""Fire place"": ""ne"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 4 ložnice without real estateCep - Cep, Jihočeský Region",https://www.bezrealitky.com/properties-flats-houses/910468-nabidka-pronajem-chaty-chalupy-cep,Sale,,,,,,,,,"{""Name"": ""Wellness Chata"", ""Bedroom"": ""4 ložnice"", ""Town"": ""Cep"", ""Wi-fi"": ""ano"", ""Sauna"": ""ano"", ""Dogs allowed"": ""ne"", ""Capacity"": ""max. 8 osob"", ""Crib"": ""ano"", ""Fire place"": ""ne"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ano""}"
"Recreational property to rent• 1 ložnice without real estateBatňovice - Batňovice, Královéhradecký Region",https://www.bezrealitky.com/properties-flats-houses/879490-nabidka-pronajem-chaty-chalupy-batnovice,Sale,,,,,,,,,"{""Name"": ""Tiny house Lesní pohádka"", ""Bedroom"": ""1 ložnice"", ""Town"": ""Batňovice"", ""Wi-fi"": ""ne"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ano"", ""Capacity"": ""1 až 4 osoby"", ""Crib"": ""ne"", ""Fire place"": ""ne"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 5 ložnic without real estateOnšov - Onšov na Moravě, Jihomoravský Region",https://www.bezrealitky.com/properties-flats-houses/885880-nabidka-pronajem-chaty-chalupy-onsov,Sale,,,,,,,,,"{""Name"": ""Chata Granátová Zátoka"", ""Bedroom"": ""5 ložnic"", ""Town"": ""Onšov"", ""Wi-fi"": ""ano"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ano"", ""Capacity"": ""max. 16 osob"", ""Crib"": ""ne"", ""Fire place"": ""ano"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 1 ložnice without real estateMikulčice - Mikulčice, Jihomoravský Region",https://www.bezrealitky.com/properties-flats-houses/880759-nabidka-pronajem-chaty-chalupy-mikulcice,Sale,,,,,,,,,"{""Name"": ""Vinný sklep Vendelín"", ""Bedroom"": ""1 ložnice"", ""Town"": ""Mikulčice"", ""Wi-fi"": ""ano"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ne"", ""Capacity"": ""2 až 6 osob"", ""Crib"": ""ne"", ""Fire place"": ""ne"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 4 ložnice without real estateStaré Sedlo - Racov, Plzeňský Region",https://www.bezrealitky.com/properties-flats-houses/886783-nabidka-pronajem-chaty-chalupy-racov,Sale,,,,,,,,,"{""Name"": ""Chalet Sedmihoří"", ""Bedroom"": ""4 ložnice"", ""Town"": ""Racov"", ""Wi-fi"": ""ano"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ano"", ""Capacity"": ""1 až 13 osob"", ""Crib"": ""ano"", ""Fire place"": ""ano"", ""Swimming pool"": ""ano"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 4 ložnice without real estateOrlické Záhoří - Kunštát u Orlického Záhoří, Královéhradecký Region",https://www.bezrealitky.com/properties-flats-houses/880285-nabidka-pronajem-chaty-chalupy-orlicke-zahori,Sale,,,,,,,,,"{""Name"": ""Chata Makronka"", ""Bedroom"": ""4 ložnice"", ""Town"": ""Orlické Záhoří"", ""Wi-fi"": ""ano"", ""Sauna"": ""ano"", ""Dogs allowed"": ""ne"", ""Capacity"": ""max. 10 osob"", ""Crib"": ""ano"", ""Fire place"": ""ano"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 1 ložnice without real estatePerštejn - Rájov u Perštejna, Ústecký Region",https://www.bezrealitky.com/properties-flats-houses/880647-nabidka-pronajem-chaty-chalupy-perstejn-udolicko,Sale,,,,,,,,,"{""Name"": ""Chata U Měděného Slunce"", ""Bedroom"": ""1 ložnice"", ""Town"": ""Perštejn - Údolíčko"", ""Wi-fi"": ""ano"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ano"", ""Capacity"": ""2 až 4 osoby"", ""Crib"": ""ne"", ""Fire place"": ""ano"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 11 ložnic without real estateKamenický Šenov - Kamenický Šenov, Liberecký Region",https://www.bezrealitky.com/properties-flats-houses/880421-nabidka-pronajem-chaty-chalupy-kamenicky-senov,Sale,,,,,,,,,"{""Name"": ""Rezidence Gočár"", ""Bedroom"": ""11 ložnic"", ""Town"": ""Kamenický Šenov"", ""Wi-fi"": ""ano"", ""Sauna"": ""ano"", ""Dogs allowed"": ""ne"", ""Capacity"": ""2 až 27 osob"", ""Crib"": ""ano"", ""Fire place"": ""ano"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 3 ložnice without real estateZašová - Zašová, Zlínský Region",https://www.bezrealitky.com/properties-flats-houses/880419-nabidka-pronajem-chaty-chalupy-zasova,Sale,,,,,,,,,"{""Name"": ""Chalupa pod orlojem"", ""Bedroom"": ""3 ložnice"", ""Town"": ""Zašová"", ""Wi-fi"": ""ano"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ne"", ""Capacity"": ""2 až 6 osob"", ""Crib"": ""ano"", ""Fire place"": ""ne"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ne""}"
